Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,本益比,股價淨值比,殖利率,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商)
20180206,2330,台積電,"104,448,048","35,455","24,944,565,955",242.5,243.5,234,239,-,14,,,,"121,000","156,000","-35,000","2,811,990",,,"-36,432,676",18.01,4.33,2.93,"3,838,000","2,306,010","1,531,990","2,467,000","1,187,000","1,280,000","34,943,883","74,153,549","-39,209,666"
20180207,2330,台積電,"82,299,178","22,962","19,903,032,966",245,245.5,239.5,240,+,1,,,,"541,000","248,000","293,000","-1,009,000",,,"-25,374,554",18.09,4.35,2.92,"939,000","1,841,000","-902,000","594,000","701,000","-107,000","37,915,901","62,574,455","-24,658,554"
20180208,2330,台積電,"31,192,550","10,274","7,468,970,072",239.5,242,238,238.5,-,1.5,,,,"134,000","234,000","-100,000","-385,000",,,"-8,312,388",17.97,4.32,2.94,"248,000","180,000","68,000","51,000","504,000","-453,000","16,415,591","24,242,979","-7,827,388"
20180209,2330,台積電,"65,939,265","19,749","15,227,192,540",230,233,228.5,232.5,-,6,,,,"539,000","31,000","508,000","-329,000",,,"-27,412,270",17.52,4.21,3.01,"518,000","563,000","-45,000","398,000","682,000","-284,000","26,759,774","54,351,044","-27,591,270"
20180212,2330,台積電,"42,917,236","10,851","10,113,012,768",235.5,237.5,235,236.5,+,4,,,,"38,000","95,000","-57,000","-382,000",,,"-6,244,178",17.82,4.29,2.96,"327,000","762,000","-435,000","394,000","341,000","53,000","27,440,997","33,246,175","-5,805,178"
20180221,2330,台積電,"76,396,174","21,512","18,582,475,956",244.5,244.5,242,242.5,+,6,,,,"215,000","11,000","204,000","-190,000",,,"5,643,057",18.33,4.13,2.89,"375,000","910,000","-535,000","617,000","272,000","345,000","64,626,487","58,997,430","5,629,057"
20180222,2330,台積電,"45,492,993","10,071","10,977,665,819",244,244,239,239.5,-,3,,,,"304,000","23,000","281,000","-318,000",,,"-950,170",18.1,4.08,2.92,"403,000","402,000","1,000","16,000","335,000","-319,000","35,513,608","36,426,778","-913,170"
20180223,2330,台積電,"26,985,776","10,178","6,578,657,620",241,245,241,245,+,5.5,,,,"377,000","11,000","366,000","-84,000",,,"8,081,829",18.52,4.17,2.86,"241,000","750,000","-509,000","441,000","16,000","425,000","20,479,882","12,680,053","7,799,829"
20180226,2330,台積電,"36,165,810","12,565","8,910,352,170",247,247.5,245,246.5,+,1.5,,,,"61,000","22,000","39,000","209,000",,,"9,850,382",18.63,4.2,3.25,"159,000","80,000","79,000","265,000","135,000","130,000","23,545,785","13,943,403","9,602,382"
20180227,2330,台積電,"44,699,119","10,908","11,061,945,363",250.5,250.5,246,246,-,0.5,,,,"38,000","70,000","-32,000","-608,000",,,"-474,986",18.59,4.19,3.25,"186,000","454,000","-268,000","61,000","401,000","-340,000","33,096,461","32,931,447","165,014"
20180301,2330,台積電,"43,847,984","11,589","10,669,194,561",244,245,242,243,-,3,,,,"53,000","38,000","15,000","56,000",,,"1,425,885",18.37,4.14,3.29,"325,000","38,000","287,000","187,000","418,000","-231,000","29,730,330","28,375,445","1,354,885"
20180302,2330,台積電,"35,289,170","10,440","8,453,712,014",240,241,238.5,240,-,3,,,,"56,000","32,000","24,000","196,000",,,"-15,320,243",18.14,4.09,3.33,"395,000","135,000","260,000","287,000","351,000","-64,000","11,473,000","27,013,243","-15,540,243"
20180305,2330,台積電,"27,337,846","9,321","6,607,367,732",242.5,243,240.5,241.5,+,1.5,,,,"6,000","53,000","-47,000","-514,656",,,"-1,162,780",18.25,4.11,3.31,"30,000","219,000","-189,000","109,000","434,656","-325,656","19,081,918","19,683,042","-601,124"
20180306,2330,台積電,"36,945,780","13,977","9,155,812,210",245.5,250,245.5,250,+,8.5,,,,"225,000","247,000","-22,000","-671,191",,,"14,396,222",18.9,4.26,3.2,"382,000","353,000","29,000","205,809","906,000","-700,191","29,537,998","14,448,585","15,089,413"
20180307,2330,台積電,"30,391,219","10,521","7,525,601,638",248,248.5,246,247,-,3,,,,"68,000",0,"68,000","-119,478",,,"-3,278,514",18.67,4.21,3.24,"324,000","220,000","104,000","68,000","291,478","-223,478","20,459,010","23,686,046","-3,227,036"
20180308,2330,台積電,"20,645,694","8,817","5,172,732,531",249.5,251.5,249,249.5,+,2.5,,,,"16,000","45,000","-29,000","514,000",,,"2,662,371",18.86,4.25,3.21,"243,000","465,000","-222,000","824,000","88,000","736,000","12,942,200","10,764,829","2,177,371"
20180309,2330,台積電,"22,887,063","7,050","5,723,277,170",250,251,248.5,250.5,+,1,,,,"1,000",0,"1,000","471,000",,,"-4,795,219",18.93,4.27,3.19,"119,000","10,000","109,000","393,000","31,000","362,000","12,214,791","17,482,010","-5,267,219"
20180312,2330,台積電,"25,100,615","10,550","6,370,529,728",252,255,251.5,254,+,3.5,,,,0,"20,000","-20,000","602,115",,,"3,825,449",19.2,4.33,3.15,"405,000","22,000","383,000","510,115","291,000","219,115","15,903,008","12,659,674","3,243,334"
20180313,2330,台積電,"34,264,883","11,700","8,816,553,606",255.5,259,255,259,+,5,,,,"70,000","21,000","49,000","-36,000",,,"11,930,002",19.58,4.41,3.09,"208,000","174,000","34,000","193,000","263,000","-70,000","27,992,646","16,075,644","11,917,002"
20180314,2330,台積電,"24,254,838","8,518","6,220,805,864",256.5,257.5,255.5,257,-,2,,,,"173,000","157,000","16,000","433,000",,,"-6,207,186",19.43,4.38,3.11,"722,000","277,000","445,000","349,000","361,000","-12,000","9,831,908","16,488,094","-6,656,186"
20180315,2330,台積電,"19,396,493","5,945","4,965,546,715",258,258,255,255,-,2,,,,"85,000","51,000","34,000","408,000",,,"-2,200,167",19.27,4.34,3.14,"118,000","82,000","36,000","463,000","91,000","372,000","13,030,800","15,672,967","-2,642,167"
20180316,2330,台積電,"62,989,326","18,058","15,930,805,360",253,256,249.5,255, ,0,,,,"20,000","431,000","-411,000","646,000",,,"1,367,741",19.27,4.34,3.14,"844,000","667,000","177,000","854,000","385,000","469,000","45,992,503","44,859,762","1,132,741"
20180319,2330,台積電,"22,440,766","9,888","5,679,567,964",252.5,255.5,251,255, ,0,,,,"38,000","107,000","-69,000","-213,000",,,"6,045,185",19.27,4.34,3.14,"112,000","153,000","-41,000","244,000","416,000","-172,000","16,579,800","10,252,615","6,327,185"
20180320,2330,台積電,"22,335,151","9,334","5,640,426,203",253,254,251.5,253,-,2,,,,"116,000","219,000","-103,000","-190,000",,,"3,942,754",19.12,4.31,3.16,"65,000","5,000","60,000","46,000","296,000","-250,000","16,201,660","11,965,906","4,235,754"
20180321,2330,台積電,"32,977,737","11,575","8,325,162,114",255,255,251,252.5,-,0.5,,,,"26,000","54,000","-28,000","94,000",,,"-60,150",19.09,4.3,3.17,"160,000","35,000","125,000","444,000","475,000","-31,000","22,641,148","22,767,298","-126,150"
20180322,2330,台積電,"27,000,718","10,475","6,797,045,014",254.5,254.5,249.5,251.5,-,1,,,,"8,000","103,000","-95,000","87,000",,,"1,471,221",19.01,4.28,3.18,"114,000","96,000","18,000","320,000","251,000","69,000","18,054,050","16,574,829","1,479,221"
20180323,2330,台積電,"52,974,390","20,513","12,994,667,867",245,247,244,245,-,6.5,,,,"20,000","109,000","-89,000","-833,000",,,"-2,643,619",18.52,4.17,3.27,"373,000","643,000","-270,000","117,000","680,000","-563,000","23,807,500","25,529,119","-1,721,619"
20180326,2330,台積電,"39,487,945","11,404","9,582,954,454",241.5,244.5,241.5,243.5,-,1.5,,,,"61,000","133,148","-72,148","1,008,000",,,"-16,985,169",18.41,4.15,3.29,"448,000","259,000","189,000","978,000","159,000","819,000","14,056,091","31,977,112","-17,921,021"
20180327,2330,台積電,"31,100,260","11,698","7,732,298,021",248,251,247,251,+,7.5,,,,"25,000","77,415","-52,415","-752,000",,,"2,964,637",18.97,4.28,3.19,"81,000","825,000","-744,000","231,000","239,000","-8,000","22,456,133","18,687,081","3,769,052"
20180328,2330,台積電,"29,924,411","13,041","7,349,468,217",247.5,248,244,245,-,6,,,,"30,000","30,000",0,"-1,342,000",,,"-8,413,444",18.52,4.17,3.27,"432,000","761,000","-329,000","16,000","1,029,000","-1,013,000","12,264,400","19,335,844","-7,071,444"
20180329,2330,台積電,"36,427,345","12,832","8,888,435,870",243,247,242.5,244,-,1,,,,"34,000","63,000","-29,000","-47,000",,,"-13,194,584",18.44,4.16,3.28,"172,000","61,000","111,000","707,000","865,000","-158,000","18,375,979","31,494,563","-13,118,584"
20180330,2330,台積電,"16,996,346","7,578","4,212,690,462",247.5,249.5,246,246,+,2,,,,"128,000","30,000","98,000","-336,000",,,"2,299,980",18.59,4.19,3.25,"154,000","688,000","-534,000","330,000","132,000","198,000","9,520,000","6,982,020","2,537,980"
20180331,2330,台積電,"3,603,912","2,409","893,664,176",247.5,249,246.5,247.5,+,1.5,,,,"20,000","27,000","-7,000","-196,000",,,"-233,000",18.71,4.22,3.23,"44,000","109,000","-65,000","34,000","165,000","-131,000","86,000","116,000","-30,000"
20180402,2330,台積電,"19,029,003","6,951","4,702,581,241",248.5,249,245,246.5,-,1,,,,"1,000","313,000","-312,000","-321,000",,,"-3,113,637",18.63,4.2,3.25,"4,000","58,000","-54,000","40,000","307,000","-267,000","8,387,863","10,868,500","-2,480,637"
20180403,2330,台積電,"35,813,944","13,270","8,710,200,224",243,244.5,242,244,-,2.5,,,,"102,000","54,000","48,000","-292,000",,,"-11,061,947",18.44,4.16,3.28,"367,000","579,000","-212,000","469,000","549,000","-80,000","15,999,860","26,817,807","-10,817,947"
20180409,2330,台積電,"35,465,824","12,437","8,716,801,768",248,248,243.5,245,+,1,,,,"28,000",0,"28,000","856,000",,,"1,561,526",18.52,4.17,3.27,"708,000","160,000","548,000","471,000","163,000","308,000","22,759,905","22,082,379","677,526"
20180410,2330,台積電,"25,268,994","11,912","6,231,896,018",244.5,249,243.5,245.5,+,0.5,,,,"68,000","210,000","-142,000","723,000",,,"-1,030,011",18.56,4.18,3.26,"494,000","331,000","163,000","698,000","138,000","560,000","11,701,468","13,312,479","-1,611,011"
20180411,2330,台積電,"21,777,935","8,813","5,391,978,180",246.5,248.5,246.5,248,+,2.5,,,,"10,000","66,000","-56,000","840,000",,,"-881,681",18.75,4.22,3.23,"1,165,000","186,000","979,000","68,000","207,000","-139,000","11,514,300","13,179,981","-1,665,681"
20180412,2330,台積電,"20,476,657","6,898","5,028,226,522",248.5,248.5,244,245,-,3,,,,"121,000","60,000","61,000","963,000",,,"-7,602,550",18.52,4.17,3.27,"309,000","203,000","106,000","872,000","15,000","857,000","7,559,002","16,185,552","-8,626,550"
20180413,2330,台積電,"19,946,548","5,549","4,885,963,546",246,246,244,244.5,-,0.5,,,,"191,000","236,000","-45,000","124,000",,,"-4,045,973",18.48,4.17,3.27,"43,000","187,000","-144,000","349,000","81,000","268,000","13,417,000","17,541,973","-4,124,973"
20180416,2330,台積電,"21,608,528","8,436","5,251,556,179",243,244,242,243.5,-,1,,,,"124,000","655,000","-531,000","-330,000",,,"-5,590,443",18.41,4.15,3.29,"72,000","362,000","-290,000","87,000","127,000","-40,000","12,148,546","16,877,989","-4,729,443"
20180417,2330,台積電,"42,756,389","18,381","10,232,256,860",243,243.5,237.5,238,-,5.5,,,,"257,600","665,000","-407,400","-421,000",,,"-12,150,742",17.99,4.05,3.36,"402,000","873,000","-471,000","325,000","275,000","50,000","14,943,535","26,265,877","-11,322,342"
20180418,2330,台積電,"44,768,048","12,132","10,668,587,090",239.5,241.5,236.5,238, ,0,,,,"39,000","117,000","-78,000","-261,000",,,"-4,893,748",17.99,4.05,3.36,"221,000","444,000","-223,000","307,000","345,000","-38,000","22,162,697","26,717,445","-4,554,748"
20180419,2330,台積電,"33,230,989","10,987","8,081,404,960",242,244.5,241,244.5,+,6.5,,,,"41,000","337,000","-296,000","-44,000",,,"7,961,398",18.48,4.17,3.27,"255,000","269,000","-14,000","279,000","309,000","-30,000","27,875,406","19,574,008","8,301,398"
20180420,2330,台積電,"129,890,087","46,349","29,837,344,632",228,231.5,228,229,-,15.5,,,,"490,000","1,529,754","-1,039,754","754,000",,,"-71,320,867",17.31,3.9,3.49,"1,563,000","937,000","626,000","693,000","565,000","128,000","38,080,230","109,115,343","-71,035,113"
20180423,2330,台積電,"71,901,975","22,048","16,282,275,410",226.5,227.5,225,226.5,-,2.5,,,,"192,000","300,000","-108,000","978,000",,,"-43,052,500",17.12,3.86,3.53,"947,000","72,000","875,000","295,000","192,000","103,000","16,994,800","60,917,300","-43,922,500"
20180424,2330,台積電,"45,206,892","13,970","10,233,860,296",225,227.5,225,227,+,0.5,,,,"424,000","170,000","254,000","1,225,000",,,"-14,673,689",17.16,3.87,3.52,"808,000","117,000","691,000","622,000","88,000","534,000","21,892,599","38,045,288","-16,152,689"
20180425,2330,台積電,"48,975,110","15,136","11,032,111,105",225.5,226,224,225,-,2,,,,"82,000","664,000","-582,000","1,084,000",,,"-18,168,051",17.01,3.83,3.56,"932,000","488,000","444,000","741,000","101,000","640,000","23,383,568","42,053,619","-18,670,051"
20180426,2330,台積電,"48,176,657","16,253","10,766,085,521",225,225.5,221,222,-,3,,,,"33,000","126,000","-93,000","491,000",,,"-14,797,831",16.78,3.78,3.6,"715,000","839,000","-124,000","841,000","226,000","615,000","21,708,556","36,904,387","-15,195,831"
20180427,2330,台積電,"34,443,459","10,859","7,679,131,764",225,225.5,221,223.5,+,1.5,,,,"218,000","132,000","86,000","1,372,000",,,"-4,651,438",16.89,3.81,3.58,"829,000","345,000","484,000","1,027,000","139,000","888,000","21,898,479","28,007,917","-6,109,438"
20180430,2330,台積電,"28,500,789","9,480","6,448,117,416",224.5,228,222.5,227,+,3.5,,,,"155,000","45,000","110,000","1,132,000",,,"-1,498,773",17.16,3.87,3.52,"790,000","257,000","533,000","962,000","363,000","599,000","15,723,049","18,463,822","-2,740,773"
20180502,2330,台積電,"38,436,942","11,445","8,633,492,540",227,227.5,222.5,223,-,4,,,,"26,000","121,000","-95,000","258,000",,,"-11,403,194",16.75,3.6,3.59,"458,000","543,000","-85,000","470,000","127,000","343,000","20,741,140","32,307,334","-11,566,194"
20180503,2330,台積電,"33,507,731","12,287","7,399,813,831",221,222.5,220,220.5,-,2.5,,,,"122,000","1,128,000","-1,006,000","-429,000",,,"-10,972,882",16.57,3.56,3.63,"472,000","755,000","-283,000","174,000","320,000","-146,000","16,629,235","26,167,117","-9,537,882"
20180504,2330,台積電,"28,477,722","8,445","6,330,594,053",221,224,220.5,223,+,2.5,,,,"35,000","424,000","-389,000","-228,000",,,"332,420",16.75,3.6,3.59,"315,000","310,000","5,000","210,000","443,000","-233,000","21,163,617","20,214,197","949,420"
20180507,2330,台積電,"23,751,759","8,951","5,309,421,525",225,225.5,221.5,223.5,+,0.5,,,,"5,000","268,874","-263,874","-445,000",,,"-8,323,042",16.79,3.61,3.58,"241,000","630,000","-389,000","193,000","249,000","-56,000","8,552,832","16,167,000","-7,614,168"
20180508,2330,台積電,"40,324,763","13,229","9,146,327,464",224,228.5,223.5,228,+,4.5,,,,"216,231","466,000","-249,769","-40,000",,,"-5,910,659",17.13,3.68,3.51,"275,000","736,000","-461,000","620,000","199,000","421,000","21,115,710","26,736,600","-5,620,890"
20180509,2330,台積電,"35,597,934","12,616","8,188,991,070",228.5,232,228.5,229.5,+,1.5,,,,"1,000","29,000","-28,000","-604,000",,,"-1,618,238",17.24,3.71,3.49,"210,000","399,000","-189,000","273,000","688,000","-415,000","17,566,682","18,552,920","-986,238"
20180510,2330,台積電,"27,530,377","11,051","6,337,230,710",231,231.5,229,229.5, ,0,,,,"147,000",0,"147,000","-415,000",,,"-6,919,310",17.24,3.71,3.49,"62,000","302,000","-240,000","117,000","292,000","-175,000","10,433,000","17,084,310","-6,651,310"
20180511,2330,台積電,"30,693,910","11,920","7,138,428,530",232,234,230.5,233,+,3.5,,,,"109,000","468,000","-359,000","-214,000",,,"2,280,329",17.51,3.76,3.43,"251,000","690,000","-439,000","422,000","197,000","225,000","12,766,003","9,912,674","2,853,329"
20180514,2330,台積電,"23,577,637","7,666","5,502,726,121",234.5,234.5,232.5,233, ,0,,,,"7,000","468,000","-461,000",0,,,"-3,369,539",17.51,3.76,3.43,"270,000","409,000","-139,000","172,000","33,000","139,000","14,655,016","17,563,555","-2,908,539"
20180515,2330,台積電,"23,771,769","7,810","5,493,470,187",233.5,234,229.5,230.5,-,2.5,,,,"20,000","452,000","-432,000","-430,000",,,"-6,146,051",17.32,3.72,3.47,"372,000","647,000","-275,000","211,000","366,000","-155,000","10,904,982","16,189,033","-5,284,051"
20180516,2330,台積電,"14,834,107","5,398","3,408,682,013",229.5,230.5,228.5,230.5, ,0,,,,"6,000","230,000","-224,000","-222,000",,,"204,028",17.32,3.72,3.47,"45,000","128,000","-83,000","89,000","228,000","-139,000","10,137,209","9,487,181","650,028"
20180517,2330,台積電,"27,702,737","8,428","6,322,484,836",231,231.5,226.5,226.5,-,4,,,,"51,000","560,000","-509,000","-407,000",,,"-3,771,694",17.02,3.66,3.53,"157,000","451,000","-294,000","103,000","216,000","-113,000","19,888,939","22,744,633","-2,855,694"
20180518,2330,台積電,"28,187,541","9,720","6,327,474,145",225.5,227.5,223.5,223.5,-,3,,,,0,"1,866,000","-1,866,000","55,000",,,"-4,695,277",16.79,3.61,3.58,"136,000","416,000","-280,000","490,000","155,000","335,000","16,394,038","19,278,315","-2,884,277"
20180521,2330,台積電,"16,417,815","7,591","3,751,438,835",225,230,225,229,+,5.5,,,,"588,000","502,000","86,000","-308,000",,,"2,731,647",17.21,3.7,3.49,"292,000","322,000","-30,000","202,000","480,000","-278,000","10,220,008","7,266,361","2,953,647"
20180522,2330,台積電,"22,422,097","6,963","5,175,634,112",230,233.5,229,229, ,0,,,,"24,000","30,000","-6,000","-27,000",,,"4,889,060",17.21,3.7,3.49,"343,000","187,000","156,000","198,000","381,000","-183,000","13,227,746","8,305,686","4,922,060"
20180523,2330,台積電,"26,737,899","5,059","6,146,178,621",231.5,231.5,228.5,228.5,-,0.5,,,,"130,669","393,000","-262,331","400,000",,,"2,469,953",17.17,3.69,3.5,"576,000","295,000","281,000","312,000","193,000","119,000","22,541,363","20,209,079","2,332,284"
20180524,2330,台積電,"13,450,610","4,240","3,082,675,140",229.5,230,228.5,229,+,0.5,,,,"159,000","141,000","18,000","666,000",,,"-469,223",17.21,3.7,3.49,"320,000","106,000","214,000","481,000","29,000","452,000","10,340,000","11,493,223","-1,153,223"
20180525,2330,台積電,"16,486,294","5,474","3,769,909,946",228.5,229.5,228,228.5,-,0.5,,,,"188,000","447,000","-259,000","238,000",,,"-2,020,684",17.17,3.69,3.5,"164,000","187,000","-23,000","390,000","129,000","261,000","11,053,000","13,052,684","-1,999,684"
20180528,2330,台積電,"17,673,270","7,239","4,020,203,060",229.5,230,226.5,227,-,1.5,,,,"50,000","138,000","-88,000","478,000",,,"-3,021,382",17.05,3.67,3.52,"419,000","35,000","384,000","172,000","78,000","94,000","9,751,015","13,162,397","-3,411,382"
20180529,2330,台積電,"25,770,776","11,400","5,782,293,276",226.5,226.5,223.5,225,-,2,,,,"170,000","330,000","-160,000","-154,000",,,"-11,606,441",16.9,3.63,3.56,"330,000","411,000","-81,000","126,000","199,000","-73,000","11,383,375","22,675,816","-11,292,441"
20180530,2330,台積電,"49,667,788","21,406","10,997,306,304",224,224,220.5,221,-,4,,,,"82,000","1,813,000","-1,731,000","-331,000",,,"-15,280,840",16.6,3.57,3.62,"332,000","702,000","-370,000","416,000","377,000","39,000","20,653,093","33,871,933","-13,218,840"
20180531,2330,台積電,"96,587,458","12,737","21,553,655,265",221.5,224,220.5,224,+,3,,,,"103,000","933,000","-830,000","-804,000",,,"-1,793,778",16.83,3.62,3.57,"204,000","927,000","-723,000","227,000","308,000","-81,000","85,105,927","85,265,705","-159,778"
20180601,2330,台積電,"36,652,094","7,627","8,209,412,370",224.5,226.5,224,224, ,0,,,,"10,000","137,000","-127,000","1,178,000",,,"413,497",16.83,3.62,3.57,"383,000","130,000","253,000","1,015,000","90,000","925,000","30,752,938","31,390,441","-637,503"
